Model, Date, Training Time, Evaluation KFold, Evaluation TestSet, AUGMENT, EPOCH, BATCH_SIZE, SEED, KFOLD_SPLIT, PATIENCE
simple_mlp_experimental,2021-08-17 14:51:14.540942,130.7323538280034,0.9514285922050476,0.9506666660308838,0,500,150,42,5,10
simple_mlp_experimental,2021-08-17 14:54:00.800694,152.38277482699777,0.9565714359283447,0.9546666741371155,0,500,150,42,5,10
simple_mlp_experimental,2021-08-17 14:56:57.718874,142.40995400999964,0.9537142872810364,0.9513333439826965,0,500,150,42,5,10
simple_mlp_experimental,2021-08-17 14:59:09.509662,110.12211851398752,0.9117142677307128,0.9273333549499512,0,500,150,42,5,10
simple_mlp_experimental,2021-08-17 15:01:43.328561,124.88453832699452,0.951714301109314,0.9473333358764648,0,500,150,42,5,10
simple_mlp_experimental,2021-08-17 15:04:39.637671,136.30341964701074,0.9588571429252625,0.937333345413208,0,500,150,42,5,10
simple_mlp_experimental,2021-08-17 15:08:19.467456,121.00119600701146,0.9545714259147644,0.9486666917800903,0,500,150,42,5,10
simple_mlp_experimental,2021-08-17 15:10:59.571035,130.8209368950047,0.9588571429252625,0.949999988079071,0,500,150,42,5,10
simple_mlp_experimental,2021-08-17 15:16:21.139033,225.2459738489997,0.9485714316368103,0.9513333439826965,0,500,25,42,5,10
simple_mlp_experimental,2021-08-17 15:19:19.838902,162.91527461999794,0.9528571486473083,0.9493333101272583,0,500,50,42,5,10
simple_mlp_experimental,2021-08-17 15:21:53.312247,138.1016075249936,0.952571439743042,0.9480000138282776,0,500,75,42,5,10
simple_mlp_experimental,2021-08-17 15:24:14.816475,126.11269826198986,0.96028573513031,0.9546666741371155,0,500,100,42,5,10
simple_mlp_experimental,2021-08-17 15:26:38.448835,129.41667006599891,0.9554285764694214,0.9546666741371155,0,500,125,42,5,10
simple_mlp_experimental,2021-08-17 15:29:23.927958,149.60233934500138,0.9531428694725037,0.9626666903495789,0,500,150,42,5,10
simple_mlp_experimental,2021-08-17 15:31:40.235319,120.99908179599151,0.948285698890686,0.9493333101272583,0,500,175,42,5,10
simple_mlp_experimental,2021-08-17 15:34:09.710749,136.66999244999897,0.9554285526275634,0.9520000219345093,0,500,200,42,5,10
simple_mlp_experimental,2021-08-17 15:36:42.937446,138.09505635000824,0.9577142834663391,0.9446666836738586,0,500,225,42,5,10
simple_mlp_experimental,2021-08-17 15:39:31.918273,153.842638756003,0.9539999961853027,0.9613333344459534,0,500,250,42,5,10
simple_mlp_experimental,2021-08-17 15:42:19.593268,152.8320743039949,0.9497142791748047,0.9553333520889282,0,500,275,42,5,10
simple_mlp_experimental,2021-08-17 15:45:08.449826,153.22143700400193,0.9557142853736877,0.9426666498184204,0,500,300,42,5,10
simple_mlp_experimental,2021-08-17 15:48:12.074603,168.41435691500374,0.9542857050895691,0.9580000042915344,0,500,325,42,5,10
simple_mlp_experimental,2021-08-17 15:51:28.753018,181.4835907529923,0.9542857050895691,0.9473333358764648,0,500,350,42,5,10
simple_mlp_experimental,2021-08-17 15:54:43.256898,180.3560441770096,0.9565714359283447,0.949999988079071,0,500,375,42,5,10
simple_mlp_experimental,2021-08-17 15:58:11.430926,195.3097419560072,0.9557142853736877,0.9586666822433472,0,500,400,42,5,10
simple_mlp_experimental,2021-08-17 16:01:49.223027,204.7673190249916,0.9511428594589233,0.9386666417121887,0,500,425,42,5,10
simple_mlp_experimental,2021-08-17 16:05:17.460053,194.0081984779972,0.950857150554657,0.9613333344459534,0,500,450,42,5,10
simple_mlp_experimental,2021-08-17 16:09:23.803978,232.15022302199213,0.9497142910957337,0.9580000042915344,0,500,475,42,5,10
simple_mlp_experimental,2021-08-17 16:13:13.692648,215.40232664899668,0.9565714359283447,0.9513333439826965,0,500,500,42,5,10
simple_mlp_experimental,2021-08-17 16:17:15.345543,228.31554338199203,0.9511428475379944,0.9573333263397217,0,500,525,42,5,10
simple_mlp_experimental,2021-08-17 16:20:37.397298,189.19215762100066,0.947428572177887,0.9433333277702332,0,500,550,42,5,10
simple_mlp_experimental,2021-08-17 16:25:25.521641,273.60105534500326,0.9548571467399597,0.9520000219345093,0,500,575,42,5,10
simple_mlp_experimental,2021-08-17 16:32:25.914398,185.12602692800283,0.9505714297294616,0.9459999799728394,0,500,450,42,5,10
simple_mlp_experimental,2021-08-17 16:52:54.527491,1188.119341497004,0.9981904745101928,0.9566666483879089,5,500,450,42,5,10
simple_mlp_experimental,2021-08-17 17:15:37.131023,1293.5098395099922,0.9992207765579224,0.9546666741371155,10,500,450,42,5,10
simple_mlp_experimental,2021-08-17 17:57:51.116126,2436.6979858060076,0.9994285583496094,0.9586666822433472,15,500,450,42,5,10
simple_mlp,2021-08-18 13:01:29.837167,6.862570767999841,0.9262862006823221,0.9259999990463257,0,500,150,42,3,10
simple_mlp,2021-08-18 13:04:32.926976,50.58036571699995,0.9972380797068278,0.9700000286102295,5,500,150,42,3,10
simple_mlp,2021-08-18 13:10:54.277958,172.82993118900004,0.9998367230097452,0.9706666469573975,20,500,150,42,3,10
simple_mlp,2021-08-18 13:52:52.357207,12.702428581999811,0.9394285678863525,0.9413333535194397,0,500,150,42,5,10
simple_mlp,2021-08-18 15:32:44.317458,282.592268168999,ensamble,0.9793333333333333,50,500,300,42,5,10
simple_mlp,2021-08-18 15:42:36.763510,98.29450747999908,ensamble,0.976,50,500,200,42,5,10
simple_mlp,2021-08-18 15:48:13.135373,316.9345249679991,ensamble,0.972,50,500,400,42,5,10
simple_mlp,2021-08-18 15:49:58.695671,84.51737502099968,ensamble,0.9733333333333334,50,500,350,42,5,10
simple_mlp,2021-08-18 15:52:02.197914,89.138288827,ensamble,0.974,50,500,300,42,5,10
simple_mlp_experimental,2021-08-18 16:20:59.805393,1396.277056421999,ensamble,0.966,50,500,300,42,5,10
get_cnn_experimental,2021-08-18 18:21:34.009366,6841.363623594001,ensamble,0.976,50,500,300,42,5,10
super_simple_mlp,2021-08-18 18:41:03.062865,130.3657067230015,ensamble,0.9613333333333334,50,500,300,42,5,10
simple_dnn,2021-08-18 18:58:22.016010,898.6682575399973,ensamble,0.9706666666666667,50,500,300,42,5,10
shallow_cnn,2021-08-18 19:47:40.637760,2757.928172156,ensamble,0.9673333333333334,50,500,300,42,5,10
simple_mlp,2021-08-18 19:49:33.945264,90.7617418100017,ensamble,0.9673333333333334,50,500,300,42,5,10
simple_mlp_experimental2,2021-08-18 19:51:22.640861,66.85964613599936,ensamble,0.9706666666666667,50,500,300,42,5,10
